id;xx;supplierId;externalIdType;a;b;d;
153772;0.25;5;2;MOBIL SHC CHAIN 240 20L;20;0;
153566;0.28;5;2;MOBIL UNIREX N 3 12x0.39KG ;0,39;0;
155137;1.17;5;2;MOBIL HYDRAULIC AW 32;20000;0;
155141;1.17;5;2;MOBIL HYDRAULIC AW 46;20000;0;
155146;1.17;5;2;MOBIL HYDRAULIC AW 68;20000;0;
144969;1.26;5;2;MOBIL HYDRAULIC OIL HLPD 46;20000;0;
155138;1.34;5;2;MOBIL HYDRAULIC AW 32 1000L;1000;0;
155139;1.34;5;2;MOBIL HYDRAULIC AW 32 208L;208;0;
155142;1.34;5;2;MOBIL HYDRAULIC AW 46 1000L;1000;0;
155140;1.34;5;2;MOBIL HYDRAULIC AW 46 208L;208;0;
155148;1.34;5;2;MOBIL HYDRAULIC AW 68 1000L;1000;0;
155147;1.34;5;2;MOBIL HYDRAULIC AW 68 208L;208;0;
144970;1.54;5;2;MOBIL HYDRAULIC HLPD 46** 208L;208;0;
111714;1.56;5;2;NUTO H 32 208L;208;0;
102167;1.58;5;2;NUTO H 46;20000;0;
111715;1.58;5;2;NUTO H 46 208L;208;0;
152158;1.73;5;2;MOBIL DELVAC SUPER 1400E 15W40;20000;0;
111768;1.78;5;2;MOBIL UNIVIS N 46 208L;208;0;
104420;1.85;5;2;MOBIL DELVAC MX 15W-40;20000;0;
111716;1.85;5;2;NUTO H 68 208L;208;0;
144967;1.86;5;2;MOBIL HYDRAULIC HLPD 32** 208L;208;0;
152159;1.89;5;2;MOBIL DELVAC SUPER 1400E 15W40 1000L;1000;0;
110950;1.94;5;2;NUTO H 32 20L;20;0;
111451;1.94;5;2;NUTO H 46 20L;20;0;
121641;2.00;5;2;MOBIL DELVAC MX 15W-40 208L;208;0;
151021;2.01;5;2;MOBIL DELVAC MX ESP 10W-30;20000;0;
150637;2.02;5;2;MOBIL SUPER 2000 X1 DIESEL 10W40 208L;208;0;
121643;2.02;5;2;MOBIL DELVAC MX 15W-40 1000L;1000;0;
141621;2.02;5;2;MOBIL DELVAC SUPER 20W50 208L;208;0;
111767;2.02;5;2;MOBIL UNIVIS N 32 208L;208;0;
141433;2.04;5;2;NUTO H 46 1000L;1000;0;
152160;2.05;5;2;MOBIL DELVAC SUPER 1400E 15W-40 208L;208;0;
152160;2.05;5;2;MOBIL DELVAC SUPER 1400E 15W-40 208L;1000;0;
150906;2.06;5;2;Mobil Brake Fluid DOT 4 (cena za 0,5L);0,5;0;
121900;2.07;5;2;MOBIL DTE 24;20000;0;
121910;2.07;5;2;MOBIL DTE 26;20000;0;
151228;2.09;5;2;MOBIL HYDRAULIC 10W 208L;208;0;
125101;2.10;5;2;MOBIL PEGASUS 705 208L;208;0;
121645;2.11;5;2;MOBIL DELVAC MX 15W-40 60L;60;0;
111461;2.13;5;2;NUTO H 68 20L;20;0;
121842;2.15;5;2;MOBIL DTE 25 208L;208;0;
121545;2.17;5;2;MOBIL DELVAC 1330 208L;208;0;
121565;2.17;5;2;MOBIL DELVAC 1340 208L;208;0;
153902;2.17;5;2;MOBIL DELVAC LIGHT COMMERCIAL VEHICLE E 10W-40 208L;208;0;
104417;2.17;5;2;MOBIL DTE 25;20000;0;
125089;2.17;5;2;MOBIL PEGASUS 610 208L;208;0;
121523;2.18;5;2;MOBIL DELVAC 1320 208L;208;0;
153848;2.18;5;2;MOBIL DELVAC MX ESP 15W-40 208L;208;0;
155071;2.18;5;2;MOBIL DTE 25 ULTRA;20000;0;
127880;2.18;5;2;MOBIL PEGASUS 605 208L;208;0;
144714;2.19;5;2;MOBIL DELVAC MX EXTRA 10W40;20000;0;
151562;2.19;5;2;Mobil VACTRA NO 2;20000;0;
121650;2.21;5;2;MOBIL DELVAC MX 15W-40 20L;20;0;
111444;2.21;5;2;MOBIL UNIVIS N 46 20L;20;0;
151744;2.22;5;2;MOBILTHERM 605 1000L;1000;0;
151745;2.23;5;2;MOBILTHERM 605 208L;208;0;
151746;2.23;5;2;MOBILTHERM 605 20L;20;0;
123763;2.24;5;2;MOBILUBE GX 80W-90;20000;0;
141419;2.24;5;2;MOBIL UNIVIS N 46 1000L;1000;0;
151991;2.26;5;2;MOBIL DELVAC MX ESP 10W-30 1000L;1000;0;
153852;2.26;5;2;MOBIL DELVAC MX ESP 10W-30 208L;208;0;
111769;2.26;5;2;MOBIL UNIVIS N 68 208L;208;0;
104411;2.27;5;2;MOBIL PEGASUS 705;20000;0;
121907;2.29;5;2;MOBIL DTE 24 208L;208;0;
124226;2.30;5;2;MOBIL MOBILFLUID 424 208L;208;0;
150024;2.31;5;2;MOBIL SUPER 1000 X1 15W-40 208L;208;0;
151557;2.31;5;2;MOBIL VACTRA NO 1;20000;0;
155627;2.32;5;2;MOBILFLUID 428 208L;208;0;
121053;2.34;5;2;MOBIL AGRI SUPER 15W-40 208L;208;0;
127616;2.34;5;2;MOBIL DELVAC 1330 20L;20;0;
111430;2.34;5;2;MOBIL UNIVIS N 32 20L;20;0;
149642;2.34;5;2;MOBILGEAR 600  XP 220 208L;208;0;
150572;2.35;5;2;MOBIL SUPER 2000 X1 10W-40 60L;60;0;
144716;2.35;5;2;MOBIL DELVAC MX EXTRA 10W-40 208L;208;0;
144894;2.35;5;2;MOBILFLUID 426 208L;208;0;
155231;2.35;5;2;MOBIL DTE 24 ULTRA 208L;208;0;
155171;2.35;5;2;MOBIL DTE 25 ULTRA 1000L;1000;0;
155202;2.35;5;2;MOBIL DTE 25 ULTRA 208L;208;0;
121918;2.35;5;2;MOBIL DTE 26 208L;208;0;
155223;2.35;5;2;MOBIL DTE 26 ULTRA 208L;208;0;
125110;2.35;5;2;MOBIL PEGASUS 710 208L;208;0;
149641;2.36;5;2;MOBILGEAR 600  XP 220;20000;0;
150015;2.37;5;2;MOBIL SUPER 2000 X1 10W-40 208L;208;0;
153887;2.37;5;2;MOBIL DELVAC CITY LOGISTICS F 5W-30 208L;208;0;
104413;2.37;5;2;MOBIL PEGASUS 710;20000;0;
124217;2.38;5;2;MOBIL MOBILFLUID 422 208L;208;0;
104424;2.38;5;2;MOBIL PEGASUS 605;20000;0;
104432;2.38;5;2;MOBIL PEGASUS 610;20000;0;
151560;2.38;5;2;MOBIL VACTRA NO 2 208L;208;0;
154121;2.39;5;2;MOBIL DELVAC HD 10W40 208L;208;0;
152162;2.39;5;2;MOBIL DELVAC SUPER 1400E 15W-40 20L;20;0;
127630;2.39;5;2;MOBIL DTE 26 20L;20;0;
124800;2.39;5;2;MOBILTHERM 603 208L;208;0;
121056;2.40;5;2;MOBIL AGRI SUPER 15W40 60L;60;0;
154923;2.40;5;2;MOBIL DELVAC MX ESP 15W40 60L;60;0;
155232;2.41;5;2;MOBIL DTE 24 ULTRA 1000L;1000;0;
144715;2.42;5;2;MOBIL DELVAC MX EXTRA 10W-40 1000L;1000;0;
151230;2.42;5;2;MOBIL HYDRAULIC 10W 20L;20;0;
125109;2.42;5;2;MOBIL PEGASUS 705 20L;20;0;
144717;2.44;5;2;MOBIL DELVAC MX EXTRA 10W-40 60L;60;0;
149637;2.44;5;2;MOBILGEAR 600  XP 150 208L;208;0;
149647;2.45;5;2;MOBILGEAR 600  XP 320 208L;208;0;
104416;2.46;5;2;MOBIL DELVAC XHP EXT 10W40;20000;0;
120980;2.47;5;2;MOBIL AGRI EXTRA 15W-40 208L;208;0;
150001;2.47;5;2;MOBIL CHAINSAW OIL 20L;20;0;
145190;2.50;5;2;MOBIL ANTIFREEZE Extra 1000L;1000;0;
125087;2.50;5;2;MOBIL PEGASUS 605 1000L;1000;0;
150016;2.51;5;2;MOBIL SUPER 2000 X1 10W-40 20L;20;0;
153732;2.51;5;2;MOBIL SUPER 2000 X1 10W-40 20L BAG-IN-BOX;20;0;
151564;2.51;5;2;MOBIL VACTRA NO 2 20L;20;0;
127695;2.52;5;2;MOBIL DTE 24 1000L;1000;0;
149632;2.52;5;2;MOBILGEAR 600  XP 100 208L;208;0;
149610;2.52;5;2;MOBILGEAR 600  XP 68 208L;208;0;
150561;2.53;5;2;MOBIL SUPER 1000 X1 15W-40 60L;60;0;
127635;2.53;5;2;MOBIL DTE 25 1000L;1000;0;
121935;2.54;5;2;MOBIL DTE 27 208L;208;0;
155226;2.54;5;2;MOBIL DTE 27 ULTRA 208L;208;0;
149663;2.54;5;2;MOBILGEAR 600  XP 68 20L;20;0;
145344;2.55;5;2;MOBIL DELVAC 1630 208L;208;0;
145348;2.55;5;2;MOBIL DELVAC 1640 208L;208;0;
144718;2.55;5;2;MOBIL DELVAC MX EXTRA 10W-40 20L;20;0;
154373;2.55;5;2;MOBIL DELVAC XHP ESP M 10W-40 208L;208;0;
123587;2.55;5;2;MOBILUBE HD 85W-140 208L;208;0;
149964;2.55;5;2;MOBIL DTE 732;20000;0;
150147;2.55;5;2;MOBIL PEGASUS 1005 208L;208;0;
149640;2.55;5;2;MOBILGEAR 600  XP 150 20L;20;0;
122365;2.56;5;2;MOBIL EXTRA 2T 208L;208;0;
123771;2.57;5;2;MOBILUBE GX 80W-90 208L;208;0;
123570;2.57;5;2;MOBILUBE HD 80W-90 208L;208;0;
124224;2.58;5;2;MOBIL MOBILFLUID 422 20L;20;0;
121894;2.58;5;2;MOBIL DTE 22 208L;208;0;
155233;2.58;5;2;MOBIL DTE 24 ULTRA 20L;20;0;
155203;2.58;5;2;MOBIL DTE 25 ULTRA 20L;20;0;
155224;2.58;5;2;MOBIL DTE 26 ULTRA 20L;20;0;
111462;2.58;5;2;MOBIL UNIVIS N 68 20L;20;0;
151558;2.58;5;2;MOBIL VACTRA NO 1 208L;208;0;
151572;2.58;5;2;MOBIL VACTRA NO 3 208L;208;0;
151568;2.58;5;2;MOBIL VACTRA NO 4 208L;208;0;
151570;2.58;5;2;MOBIL VACTRA NO 4 20L;20;0;
153856;2.59;5;2;MOBIL DELVAC MX ESP 10W-30 20L;20;0;
152940;2.59;5;2;MOBIL DELVAC XHP ESP 10W-40 1000L;1000;0;
127649;2.59;5;2;MOBIL DTE 24 20L;20;0;
127674;2.59;5;2;MOBIL DTE 25 20L;20;0;
154376;2.61;5;2;MOBIL DELVAC XHP ESP M 10W-40 1000L;1000;0;
125102;2.61;5;2;MOBIL PEGASUS 705 1000L;1000;0;
124203;2.62;5;2;MOBIL MOBILFLUID 125 20L;20;0;
150865;2.63;5;2;MOBIL SUPER 2000 X1 10W-40 4L;4;0;
149645;2.64;5;2;MOBILGEAR 600  XP 220 20L;20;0;
124805;2.64;5;2;MOBILTHERM 603 20L;20;0;
152808;2.65;5;2;MOBIL DELVAC XHP ESP 10W-40;20000;0;
143911;2.67;5;2;MOBIL LUBE HD-A 85W90 1000L;1000;0;
141603;2.67;5;2;TERESSTIC EP 46 208L;208;0;
121058;2.68;5;2;MOBIL AGRI SUPER 15W-40 20L;20;0;
150657;2.68;5;2;MOBIL DTE 10 EXCEL 46 208L;208;0;
122174;2.68;5;2;MOBIL DTE OIL MEDIUM;20000;0;
126554;2.68;5;2;MOBIL VACUOLINE 525 208L;208;0;
150869;2.69;5;2;MOBIL SUPER 2000 X1 DIESEL 10W40 4L;4;0;
121732;2.69;5;2;MOBIL DELVAC XHP EXTRA  10W-40 208L;208;0;
143943;2.69;5;2;MOBILUBE GX-A 80W 208L;208;0;
154856;2.69;5;2;MOBIL PEGASUS 610 ULTRA 208L;208;0;
121735;2.70;5;2;MOBIL DELVAC XHP EXTRA  10W-40 60L;60;0;
124693;2.70;5;2;MOBILTRANS HD 10W 208L;208;0;
124701;2.70;5;2;MOBILTRANS HD 30 208L;208;0;
124838;2.70;5;2;MOBILTRANS HD 50 208L;208;0;
149638;2.70;5;2;MOBILGEAR 600  XP 150 1000L;1000;0;
149643;2.70;5;2;MOBILGEAR 600 XP 220 1000L;1000;0;
124231;2.71;5;2;MOBIL MOBILFLUID 424 20L;20;0;
125111;2.71;5;2;MOBIL PEGASUS 710 1000L;1000;0;
126536;2.71;5;2;MOBIL VACUOLINE 148 208L;208;0;
124819;2.71;5;2;MOBILTHERM 610 208L;208;0;
120982;2.72;5;2;MOBIL AGRI EXTRA 10W40 60L;60;0;
152809;2.72;5;2;MOBIL DELVAC XHP ESP 10W40 208L;208;0;
150492;2.72;5;2;MOBIL DTE 732 1000L;1000;0;
143912;2.73;5;2;MOBILUBE HD-A 85W-90 208L;208;0;
127732;2.74;5;2;MOBILUBE HD 80W-90 20L;20;0;
150148;2.76;5;2;MOBIL PEGASUS 1005;20000;0;
149635;2.76;5;2;MOBILGEAR 600  XP 100 20L;20;0;
127646;2.77;5;2;MOBILTRANS HD 10W 20L;20;0;
155228;2.77;5;2;MOBIL DTE 27 ULTRA 20L;20;0;
125114;2.77;5;2;MOBIL PEGASUS 710 20L;20;0;
151524;2.78;5;2;MOBIL SUPER 3000 X1 FORMULA FE 5W-30 60L;60;0;
150653;2.78;5;2;MOBIL DTE 10 EXCEL 32 208L;208;0;
143421;2.78;5;2;SOMENTOR 44 208L;208;0;
127688;2.79;5;2;MOBIL DTE 27 20L;20;0;
149652;2.80;5;2;MOBILGEAR 600  XP 460 208L;208;0;
120983;2.81;5;2;MOBIL AGRI EXTRA 10W-40 20L;20;0;
150775;2.81;5;2;MOBIL DELVAC MX ESP 15W-40 20L;20;0;
150655;2.82;5;2;MOBIL DTE 10 EXCEL 46;20000;0;
151559;2.82;5;2;MOBIL VACTRA NO 1 20L;20;0;
145182;2.82;5;2;TERESSTIC T 32 208L;208;0;
145185;2.82;5;2;TERESSTIC T 46 20L;20;0;
153899;2.83;5;2;MOBIL DELVAC CITY LOGISTICS M 5W-30 208L;208;0;
145183;2.83;5;2;TERESSTIC T 32 PAIL 20L;20;0;
155090;2.84;5;2;MOBIL DTE 22 ULTRA 208L;208;0;
121132;2.85;5;2;MOBIL ATF 200 208L;208;0;
148370;2.85;5;2;MOBIL DELVAC MX 15W-40 4L;4;0;
153893;2.86;5;2;MOBIL DELVAC CITY LOGISTICS P 5W-30 208L;208;0;
122133;2.86;5;2;MOBIL DTE OIL HEAVY 208L;208;0;
122150;2.86;5;2;MOBIL DTE OIL HEAVY MEDIUM 208L;208;0;
122166;2.86;5;2;MOBIL DTE OIL LIGHT 208L;208;0;
122180;2.86;5;2;MOBIL DTE OIL MEDIUM 208L;208;0;
122520;2.86;5;2;MOBIL GARGOYLE ARCTIC 300 208L;208;0;
149657;2.86;5;2;MOBILGEAR 600  XP 680 208L;208;0;
145184;2.86;5;2;TERESSTIC T 46 208L;208;0;
151566;2.88;5;2;MOBIL VACTRA NO 3 20L;20;0;
149650;2.88;5;2;MOBILGEAR 600  XP 320 20L;20;0;
145349;2.89;5;2;MOBIL DELVAC 1340 20L;20;0;
150660;2.89;5;2;MOBIL DTE 10 EXCEL 68 1000L;1000;0;
153301;2.89;5;2;MOBIL PEGASUS 605 ULTRA 40 1000L;1000;0;
121737;2.90;5;2;MOBIL DELVAC XHP EXTRA  10W-40 20L;20;0;
155445;2.90;5;2;JENBACHER N OIL 40;20000;0;
150658;2.90;5;2;MOBIL DTE 10 EXCEL 46 20L;20;0;
125117;2.90;5;2;MOBIL PEGASUS 805 208L;208;0;
151174;2.91;5;2;MOBIL SUPER 3000 X1 FORMULA FE 5W-30 208L;208;0;
141064;2.91;5;2;MOBILUBE GX 80W-90 20L;20;0;
152127;2.91;5;2;SOMENTOR AH 70 208L;208;0;
121169;2.92;5;2;MOBIL ATF 220 208L;208;0;
126561;2.92;5;2;MOBIL VACUOLINE 528 208L;208;0;
126566;2.92;5;2;MOBIL VACUOLINE 533 208L;208;0;
126569;2.92;5;2;MOBIL VACUOLINE 537 208L;208;0;
150010;2.93;5;2;MOBIL SUPER 3000 X1 5W-40 208L;208;0;
152994;2.94;5;2;MOBIL DELVAC XHP ESP 10W-40 20L;20;0;
152994;2.94;5;2;MOBIL DELVAC XHP ESP 10W-40 20L;20;0;
154378;2.94;5;2;MOBIL DELVAC XHP ESP M 10W-40 20L;20;0;
126484;2.94;5;2;MOBIL VACUOLINE 128 208L;208;0;
126491;2.94;5;2;MOBIL VACUOLINE 133 208L;208;0;
126496;2.94;5;2;MOBIL VACUOLINE 137 208L;208;0;
126529;2.94;5;2;MOBIL VACUOLINE 146 208L;208;0;
125279;2.95;5;2;MOBIL RARUS 425 208L;208;0;
148975;2.96;5;2;MOBIL VACUOLINE 537 20L;20;0;
141770;2.96;5;2;SOMENTOR AH 45 208L;208;0;
150568;2.97;5;2;MOBIL SUPER 3000 X1 5W-40 60L;60;0;
150868;2.97;5;2;MOBIL SUPER 2000 X1 DIESEL 10W40 1L;1;0;
154343;2.97;5;2;MOBIL DELVAC CITY LOGISTICS R 5W-30 208L;208;0;
153896;2.97;5;2;MOBIL DELVAC CITY LOGISTICS V 5W-30 208L;208;0;
122530;2.97;5;2;MOBIL GARGOYLE ARCTIC C HEAVY 208L;208;0;
144279;2.98;5;2;MOBIL ANTIFREEZE 208L;208;0;
153891;2.99;5;2;MOBIL DELVAC LIGHT COMMERCIAL VEHICLE E 10W-40 4L;4;0;
127627;2.99;5;2;MOBILUBE HD 85W-140 20L;20;0;
153297;2.99;5;2;MOBIL PEGASUS 605 ULTRA 40;20000;0;
122368;3.01;5;2;MOBIL EXTRA 2T 20L;20;0;
150661;3.01;5;2;MOBIL DTE 10 EXCEL 68 208L;208;0;
123818;3.02;5;2;MOBILUBE S 80W-90 208L;208;0;
126574;3.02;5;2;M-VACUOLINE 546 208L;208;0;
143870;3.03;5;2;MOBILUBE GX-A 80W 20L;20;0;
127632;3.04;5;2;MOBILTRANS HD 30 20L;20;0;
127617;3.04;5;2;MOBILTRANS HD 50 20L;20;0;
149968;3.04;5;2;MOBIL DTE 732 208L;208;0;
149970;3.04;5;2;MOBIL DTE 746 208L;208;0;
125269;3.04;5;2;MOBIL RARUS 424 208L;208;0;
125290;3.04;5;2;MOBIL RARUS 426 208L;208;0;
149655;3.04;5;2;MOBILGEAR 600  XP 460 20L;20;0;
154541;3.05;5;2;MOBIL SUPER 2000 X1 10W40 5L;5;0;
149659;3.05;5;2;MOBILGEAR 600  XP 680 20L;20;0;
121899;3.06;5;2;MOBIL DTE 22 20L;20;0;
151749;3.07;5;2;MOBIL DELVAC XHP ULTRA LE 5W30 208L;208;0;
143914;3.07;5;2;MOBILUBE HD-A 85W-90 20L;20;0;
155723;3.07;5;2;JENBACHER N OIL 40 1000L;1000;0;
155725;3.07;5;2;JENBACHER N OIL 40 208L;208;0;
155091;3.07;5;2;MOBIL DTE 22 ULTRA 20L;20;0;
153996;3.07;5;2;MOBIL PEGASUS 1007 208L;208;0;
150656;3.09;5;2;MOBIL DTE 10 EXCEL 46 1000L;1000;0;
150086;3.10;5;2;MOBIL CLEAN INDUSTRIAL 208L;208;0;
150654;3.10;5;2;MOBIL DTE 10 EXCEL 32 20L;20;0;
127692;3.10;5;2;MOBIL DTE OIL HEAVY 20L;20;0;
127673;3.10;5;2;MOBIL DTE OIL HEAVY MEDIUM 20L;20;0;
127687;3.10;5;2;MOBIL DTE OIL LIGHT 20L;20;0;
127683;3.10;5;2;MOBIL DTE OIL MEDIUM 20L;20;0;
127878;3.10;5;2;MOBIL PEGASUS 801 208L;208;0;
153303;3.11;5;2;MOBIL PEGASUS 605 ULTRA 40 208L;208;0;
150149;3.12;5;2;MOBIL PEGASUS 1005 1000L;1000;0;
150867;3.14;5;2;MOBIL SUPER 1000 X1 15W-40 5L;5;0;
121960;3.16;5;2;MOBIL DTE 846;20000;0;
