id;xx;supplierId;externalIdType;a;b;d;
154144;5.36;5;2;MOBIL 1 ESP X3 0W-40 208L;208;0;
150275;5.36;5;2;MOBIL ATF 3309 1L;1;0;
141543;5.37;5;2;MOBIL DELVAC 1 5W-40 20L;20;0;
153730;5.40;5;2;MOBIL 1 FS 0W-40 20L BAG-IN-BOX;20;0;
153645;5.40;5;2;MOBIL 1 FS X1 5W-50  20L;20;0;
153319;5.42;5;2;MOBIL SUPER 3000 FORMULA VC 0W-20 1L;1;0;
154984;5.43;5;2;MOBIL DELVAC ULTRA TD 75W90 208L;208;0;
123275;5.43;5;2;MOBILGREASE XHP 222 180KG;180;0;
150531;5.43;5;2;MOBILGREASE XHP 462  180KG;180;0;
151519;5.44;5;2;MOBIL ATF LT 71141 1L;1;0;
154604;5.44;5;2;MOBIL CENTAUR XHP 461 180KG;180;0;
154598;5.44;5;2;MOBIL CENTAUR XHP 461 18KG;18;0;
154597;5.44;5;2;MOBIL CENTAUR XHP 461 50KG;50;0;
123291;5.45;5;2;MOBILGREASE XHP 461 180KG;180;0;
152318;5.47;5;2;MOBIL SUPER 3000 FORMULA C1  5W30 1L;1;0;
153438;5.48;5;2;MOBIL 1 ESP X2 0W-20 208L;208;0;
153689;5.48;5;2;MOBIL 1 FS 0W-40 20L;20;0;
154321;5.51;5;2;MOBIL 1 ESP LV 0W30 20L;20;0;
155449;5.51;5;2;MOBIL DELVAC ULTRA SCA 75W90 20L;20;0;
155247;5.53;5;2;MOBIL 1 0W-20 208L;208;0;
143518;5.55;5;2;MOBIL 1 RACING 4T 15W-50 208L;208;0;
152170;5.64;5;2;MOBIL SUPER 3000 FORMULA P 0W-30 1L;1;0;
146378;5.65;5;2;MOBILGREASE XHP 221 18 KG;18;0;
146379;5.69;5;2;MOBILGREASE XHP 222 18KG;18;0;
123277;5.69;5;2;MOBILGREASE XHP 222 50KG;50;0;
154291;5.72;5;2;MOBIL 1 ESP 5W-30 4L;4;0;
154295;5.72;5;2;MOBIL 1 ESP 5W30 5L;5;0;
154987;5.76;5;2;MOBIL DELVAC ULTRA TD 75W90 20L;20;0;
151218;5.77;5;2;MOBIL SUPER 3000 FORMULA LD 0W-30 208L;208;0;
153680;5.81;5;2;MOBIL 1 FS 0W-40 KEG 60L;60;0;
123293;5.81;5;2;MOBILGREASE XHP 461 50KG;50;0;
152110;5.85;5;2;MOBIL 1 10W-60 4L;4;0;
150532;5.86;5;2;MOBILGREASE XHP 462  50KG;50;0;
125046;5.94;5;2;MOBIL PEGASUS 1 208L;208;0;
153687;5.95;5;2;MOBIL 1 FS 0W-40 4L;4;0;
153640;5.95;5;2;MOBIL 1 FS X1 5W-50 4L;4;0;
154605;6.00;5;2;MOBIL CENTAUR XHP 462 180KG;180;0;
154318;6.06;5;2;MOBIL 1 ESP LV 0W30 4L;4;0;
150688;6.13;5;2;MOBIL ATF 134 20L;20;0;
154288;6.14;5;2;MOBIL 1 ESP 5W-30 1L;1;0;
154313;6.15;5;2;MOBIL 1 ESP LV 0W30 1L;1;0;
153668;6.15;5;2;MOBIL 1 FS 0W-40 1L;1;0;
153634;6.17;5;2;MOBIL 1 FS X1 5W-50 1L;1;0;
127738;6.17;5;2;MOBIL PEGASUS 1 20L;20;0;
153347;6.18;5;2;MOBIL 1 ESP 0W-30 4L;4;0;
153669;6.19;5;2;MOBIL 1 FS 0W-40 5L;5;0;
141579;6.23;5;2;MOBIL WYROL MS 460 208L;208;0;
154601;6.24;5;2;MOBIL CENTAUR XHP 462 18KG;18;0;
154600;6.24;5;2;MOBIL CENTAUR XHP 462 50KG;50;0;
122629;6.27;5;2;MOBIL GARGOYLE ARCTIC SHC NH68  208L;208;0;
152484;6.28;5;2;MOBIL SHC PEGASUS 40 208L;208;0;
153346;6.40;5;2;MOBIL 1 ESP 0W-30 1L;1;0;
152992;6.44;5;2;MOBIL 1 ESP 0W-40 1L;1;0;
154151;6.46;5;2;MOBIL 1 ESP X3 0W-40 5L;5;0;
155249;6.47;5;2;MOBIL 1 0W-20 1L;1;0;
122630;6.50;5;2;MOBIL GARGOYLE ARCTIC SHC NH68  20L;20;0;
127614;6.54;5;2;MOBILSOL PM  20L;20;0;
153439;6.58;5;2;MOBIL 1 ESP X2 0W-20 1L;1;0;
SLV400M;6.58;5;2;MOBIL SOLVENT CLEANER SPRAY 12x0,4L;0,4;0;
153462;6.61;5;2;MOBOL DELVAC 1 GEAR OIL 75W90 208L;208;0;
153685;6.63;5;2;MOBIL 1 ESP X2 0W-20 5L;5;0;
123716;6.63;5;2;MOBILUBE 1 SHC  75W-90 20L;20;0;
154147;6.68;5;2;MOBIL 1 ESP X3 0W-40 1L;1;0;
104480;6.72;5;2;MOBILUBE 1 SHC  75W-90 208L;208;0;
123714;6.73;5;2;MOBILUBE 1 SHC 75W-90 60L;60;0;
153490;6.77;5;2;MOBIL DELVAC 1 TF V30 208L;208;0;
123039;6.85;5;2;MOBIL GLYGOYLE 30** 208L;208;0;
153466;6.89;5;2;MOBIL DELVAC 1 GEAR OIL 75W-90 20L;20;0;
127804;6.95;5;2;MOBIL GLYGOYLE 22** 20L;20;0;
127805;6.99;5;2;MOBIL GLYGOYLE 30** 20L;20;0;
123020;7.03;5;2;MOBIL GLYGOYLE 11** 208L;208;0;
123027;7.03;5;2;MOBIL GLYGOYLE 22** 208L;208;0;
153554;7.05;5;2;MOBILUX EP 2 12x0.39KG;0,39;0;
127579;7.10;5;2;MOBIL ATF SHC 20L;20;0;
153550;7.10;5;2;MOBIL GREASE SP 12x0.39KG;0,39;0;
142819;7.15;5;2;MOBIL 1 RACING 4T 15W-50 1L;1;0;
145647;7.19;5;2;MOBIL POLYREX EM 180KG ;180;0;
127797;7.21;5;2;MOBIL GLYGOYLE 30** 1000L;1000;0;
123024;7.27;5;2;MOBIL GLYGOYLE 11** 20L;20;0;
154412;7.32;5;2;MOBIL POLYREX EM 180KG;180;0;
148815;7.34;5;2;MOBIL GLYGOYLE 220 208L;208;0;
153372;7.36;5;2;MOBIL ATF 134 FE 1L;1;0;
153470;7.46;5;2;MOBIL DELVAC 1 GEAR OIL LS 75W-90 208L;208;0;
153496;7.49;5;2;MOBIL DELVAC 1 ATF 208L;208;0;
142803;7.50;5;2;MOBILUBE 1 SHC  75W-90 1L;1;0;
154684;7.54;5;2;MOBIL CENTAUR XHP 221 180KG;180;0;
POS400M;7.56;5;2;MOBIL PENETRATING OIL SPRAY 12x0,4L;0,4;0;
148816;7.58;5;2;MOBIL GLYGOYLE 220 20L;20;0;
154414;7.66;5;2;MOBIL POLYREX EM 16KG;16;0;
122538;7.69;5;2;MOBIL GARGOYLE ARCTIC SHC 224  208L;208;0;
148817;7.69;5;2;MOBIL GLYGOYLE 320 208L;208;0;
148820;7.69;5;2;MOBIL GLYGOYLE 460 208L;208;0;
148822;7.69;5;2;MOBIL GLYGOYLE 680 208L;208;0;
153562;7.72;5;2;MOBIL UNIREX N 2 12x0.39KG;0,39;0;
153562;7.72;5;2;MOBIL UNIREX N 2 12x0.39KG;0,39;0;
122553;7.74;5;2;MOBIL GARGOYLE ARCTIC SHC 226E 208L;208;0;
122557;7.74;5;2;MOBIL GARGOYLE ARCTIC SHC 228 208L;208;0;
122568;7.74;5;2;MOBIL GARGOYLE ARCTIC SHC 230 208L;208;0;
150791;7.74;5;2;MOBIL SHC CIBUS 68 20L;20;0;
151544;7.74;5;2;MOBILGREASE XHP 322 MINE 18KG;18;0;
154692;7.77;5;2;MOBIL CENTAUR XHP 221 18KG;18;0;
154689;7.77;5;2;MOBIL CENTAUR XHP 221 50KG;50;0;
153472;7.79;5;2;MOBIL DELVAC 1 GEAR OIL LS 75W-90 20L;20;0;
151850;7.81;5;2;MOBIL SHC 624 208L;208;0;
153497;7.82;5;2;MOBIL DELVAC 1 ATF 20L;20;0;
SSP500M;7.82;5;2;MOBIL SILICONE SPRAY 12x0,5L;0,5;0;
150784;7.85;5;2;MOBIL SHC CIBUS 32 208L;208;0;
150787;7.85;5;2;MOBIL SHC CIBUS 46 208L;208;0;
150790;7.85;5;2;MOBIL SHC CIBUS 68 208L;208;0;
122771;7.87;5;2;MOBILGEAR OGL 007** 180KG;180;0;
122771;7.87;5;2;MOBILGEAR OGL 007** 180KG;180;0;
148818;7.93;5;2;MOBIL GLYGOYLE 320 20L;20;0;
148821;7.93;5;2;MOBIL GLYGOYLE 460 20L;20;0;
148823;7.93;5;2;MOBIL GLYGOYLE 680 20L;20;0;
127636;7.98;5;2;MOBIL GARGOYLE ARCTIC SHC 224  20L;20;0;
122554;7.98;5;2;MOBIL GARGOYLE ARCTIC SHC 226E 20L;20;0;
DG400M;7.98;5;2;MOBIL DEGREASER SPRAY 12x0,4L;0,4;0;
125373;8.05;5;2;MOBIL RARUS SHC 1025 208L;208;0;
151851;8.05;5;2;MOBIL SHC 624 20L;20;0;
150785;8.09;5;2;MOBIL SHC CIBUS 32 20L;20;0;
150788;8.09;5;2;MOBIL SHC CIBUS 46 20L;20;0;
151815;8.10;5;2;MOBIL SHC 630 20L;20;0;
153458;8.17;5;2;MOBIL DELVAC 1 GEAR OIL 75W-140 20L;20;0;
151855;8.17;5;2;MOBIL SHC 626 20L;20;0;
151859;8.17;5;2;MOBIL SHC 629 20L;20;0;
142851;8.18;5;2;MOBIL 1 RACING 2T 1L;1;0;
151861;8.18;5;2;MOBIL SHC 632 208L;208;0;
151861;8.18;5;2;MOBIL SHC 632 208L;208;0;
144567;8.21;5;2;MOBIL GEAR OGL 007** 18KG;18;0;
150793;8.21;5;2;MOBIL SHC CIBUS 220 208L;208;0;
122563;8.24;5;2;MOBIL GARGOYLE ARCTIC SHC 228 20L;20;0;
125376;8.25;5;2;MOBIL RARUS SHC 1025 20L;20;0;
153566;8.38;5;2;MOBIL UNIREX N 3 12x0.39KG;0,39;0;
122849;8.42;5;2;MOBILGEAR SHC XMP 320, 208L;208;0;
CO400M;8.43;5;2;MOBIL CHAIN OIL SPRAY 12x0,4L;0,4;0;
150820;8.45;5;2;MOBIL SHC CIBUS 150 208L;208;0;
151468;8.46;5;2;MOBIL SHC GREASE 320 WT 1000L;1000;0;
151469;8.46;5;2;MOBIL SHC GREASE 320 WT 208L;208;0;
125322;8.47;5;2;MOBIL SHC 526 208L;208;0;
120958;8.47;5;2;MOBIL AERO HFA 208.2L/55USG;208;0;
151862;8.48;5;2;MOBIL SHC 632 20L;20;0;
151862;8.48;5;2;MOBIL SHC 632 20L;20;0;
153397;8.48;5;2;MOBIL SHC HYDRAULIC EAL 46 208L;208;0;
153399;8.48;5;2;MOBIL SHC HYDRAULIC EAL 68 208L;208;0;
154599;8.51;5;2;MOBIL CENTAUR XHP 461 12x0.39KG;0,39;0;
125370;8.51;5;2;MOBIL RARUS SHC 1024 20L;20;0;
125382;8.51;5;2;MOBIL RARUS SHC 1026 20L;20;0;
125569;8.54;5;2;MOBIL SHC 824 208L;208;0;
131338;8.54;5;2;MOBIL SHC 825 208L/55USG;208;0;
149399;8.55;5;2;MOBIL WYROL BG 320 206KG;206;0;
150796;8.57;5;2;MOBIL SHC CIBUS 320 20L;208;0;
150799;8.57;5;2;MOBIL SHC CIBUS 460 208L;208;0;
151854;8.66;5;2;MOBIL SHC 626 208L;208;0;
151858;8.66;5;2;MOBIL SHC 629 208L;208;0;
151814;8.66;5;2;MOBIL SHC 630 208L;208;0;
122852;8.66;5;2;MOBILGEAR SHC XMP 320 20L;20;0;
149398;8.67;5;2;MOBIL WYROL BG 220 206KG;206;0;
150794;8.69;5;2;MOBIL SHC CIBUS 220 20L;20;0;
151470;8.69;5;2;MOBIL SHC GREASE 320 WT 20L;20;0;
153400;8.71;5;2;MOBIL SHC HYDRAULIC EAL 68 20L;20;0;
153552;8.71;5;2;MOBILGREASE XHP 222 12x0.39KG;0,39;0;
127659;8.72;5;2;MOBIL SHC 524 20L;20;0;
125316;8.74;5;2;MOBIL SHC 525 208L;208;0;
120962;8.75;5;2;MOBIL AERO HFA 5USG;18;0;
150821;8.76;5;2;MOBIL SHC CIBUS 150 20L;20;0;
GPTFE500M;8.77;5;2;MOBIL GREASE PTFE SPRAY 12x0,5L;0,5;0;
125379;8.78;5;2;MOBIL RARUS SHC 1026 208L;208;0;
150797;8.81;5;2;MOBIL SHC CIBUS 320 20L;20;0;
150800;8.82;5;2;MOBIL SHC CIBUS 460 20L;20;0;
125309;8.83;5;2;MOBIL SHC 524 208L;208;0;
151578;8.85;5;2;MOBIL RARUS 827  20L/5USG;20;0;
151711;8.85;5;2;MOBIL RARUS 829  20L/5USG;20;0;
120950;8.87;5;2;MOBIL AERO HF 55USG;208;0;
149045;8.92;5;2;MOBIL POLYREX EM 103 16KG;16;0;
HT600M;9.01;5;2;MOBIL HIGH TEMPERATURE SPRAY 12x0,6L;0,6;0;
152360;9.05;5;2;MOBIL SHC CIBUS 100 20L;20;0;
120953;9.05;5;2;MOBIL AERO HF  5USG;18;0;
125369;9.06;5;2;MOBIL RARUS SHC 1024 208L;208;0;
151579;9.20;5;2;MOBIL RARUS 827 208L/55USG;208;0;
151710;9.25;5;2;MOBIL RARUS 829 55USG;208;0;
151817;9.26;5;2;MOBIL SHC 634 208L;208;0;
151864;9.38;5;2;MOBIL SHC 639 208L;208;0;
125245;9.50;5;2;MOBIL PYROLUBE 830 208L;208;0;
151818;9.50;5;2;MOBIL SHC 634 20L;20;0;
154602;9.57;5;2;MOBIL CENTAUR XHP 462 12x0.39KG;0,39;0;
151865;9.62;5;2;MOBIL SHC 639 20L;20;0;
BX400M;9.70;5;2;MOBIL ANTI-FRICTION SPRAY 12x0,4L;0,4;0;
127782;9.74;5;2;MOBIL PYROLUBE 830 20L;20;0;
152837;9.93;5;2;MOBIL SHC CHAIN 240, 208L;208;0;
122279;10.07;5;2;MOBIL EAL ARCTIC 68 20L;20;0;
146268;10.40;5;2;MOBIL EAL ARCTIC 46 20L;20;0;
154409;10.55;5;2;MOBIL POLYREX EM 12x0.39KG;0,39;0;
153560;10.64;5;2;MOBIL POLYREX EM 12x0.39KG;0,39;0;
124712;10.70;5;2;MOBILTAC 375 NC 18KG/38LB;18;0;
PTFE500M;10.82;5;2;MOBIL PTFE SPRAY 12x0,5L;0,5;0;
154504;10.83;5;2;MOBIL POLYREX EM 12x0.39KG;0,39;0;
122228;10.90;5;2;MOBIL EAL ARCTIC 100 208L;208;0;
122276;10.90;5;2;MOBIL EAL ARCTIC 68 208L;208;0;
154682;10.99;5;2;MOBIL CENTAUR XHP 221 12x0.39KG;0,39;0;
151650;11.03;5;2;MOBIL SHC GEAR 150 208L;208;0;
151653;11.07;5;2;MOBIL SHC GEAR 220 208L;208;0;
152764;11.11;5;2;MOBIL SHC RARUS 32 208L;208;0;
152766;11.11;5;2;MOBIL SHC RARUS 46 208L;208;0;
152768;11.11;5;2;MOBIL SHC RARUS 68 208L;208;0;
146457;11.14;5;2;MOBIL EAL ARCTIC 22CC 5L;5;0;
122230;11.15;5;2;MOBIL EAL ARCTIC 100 20L;20;0;
146455;11.15;5;2;MOBIL EAL ARCTIC 22 5L;5;0;
146260;11.15;5;2;MOBIL EAL ARCTIC 22CC 20L;20;0;
146458;11.15;5;2;MOBIL EAL ARCTIC 32 5L;5;0;
151664;11.27;5;2;MOBIL SHC GEAR 320 20L;20;0;
153499;11.28;5;2;MOBIL DELVAC 1 TRANSMISSION FLUID MBT 75W-90 208L;208;0;
151651;11.31;5;2;MOBIL SHC GEAR 150 20L;20;0;
151655;11.31;5;2;MOBIL SHC GEAR 220 20L;20;0;
151656;11.31;5;2;MOBIL SHC GEAR 460  208L;208;0;
152765;11.36;5;2;MOBIL SHC RARUS 32 20L;20;0;
152767;11.36;5;2;MOBIL SHC RARUS 46 20L;20;0;
152769;11.36;5;2;MOBIL SHC RARUS 68 20L;20;0;
149822;11.42;5;2;MOBIL SHC GREASE 460 WT 174KG;174;0;
151663;11.45;5;2;MOBIL SHC GEAR 320 208L;208;0;
151659;11.70;5;2;MOBIL SHC GEAR 680  208L;208;0;
149823;11.70;5;2;MOBIL SHC GREASE 460 WT 16KG;16;0;
151657;12.02;5;2;MOBIL SHC GEAR 460 20L;20;0;
148360;12.42;5;2;MOBILGREASE FM 222 16KG;16;0;
150351;12.44;5;2;MOBIL POLYREX EM 103 12x0,4KG;0,4;0;
131289;13.26;5;2;MOBIL AVREX S TURBO 256 24X0,25USG;1;0;
147800;13.37;5;2;MOBILITH SHC 220 16KG;16;0;
149049;13.38;5;2;MOBILITH SHC 007 PAIL 16KG/35.2LB;16;0;
151669;13.97;5;2;MOBIL SHC GEAR 46M  208L/390LB;208;0;
148996;14.24;5;2;MOBILITH SHC 460 16KG;16;0;
148991;14.39;5;2;MOBILITH SHC 220 174KG;174;0;
148994;14.50;5;2;MOBILITH SHC 460 174KG;174;0;
151668;14.56;5;2;MOBIL SHC GEAR 22M 208L/390LB;208;0;
149047;14.70;5;2;MOBILITH SHC 007 163KG;163;0;
148995;14.76;5;2;MOBILITH SHC 460 50KG;50;0;
108209;14.82;5;2;MOBIL BEACON 325 16KG/35LB;16;0;
148983;14.86;5;2;MOBILTEMP SHC 100 18KG;18;0;
124781;14.86;5;2;MOBILTEMP SHC 100 50KG;50;0;
124436;14.87;5;2;MOBILJET OIL II 208L/55USG;208;0;
148990;15.03;5;2;MOBILITH SHC 1500 16KG;16;0;
124434;15.09;5;2;MOBILJET II 24X1L/0.25USG;1;0;
148992;15.28;5;2;MOBILITH SHC 220 50KG;50;0;
124398;15.29;5;2;MOBILITH SHC 100 16KG;16;0;
124431;15.70;5;2;MOBILJET 254, 55USG;208;0;
154919;15.90;5;2;MOBIL PYROTEC HFD 46 B 230KG;230;0;
124429;15.91;5;2;M-MOBILJET 254 24X0.25USG;1;0;
143996;16.07;5;2;MOBILTEMP SHC 460 SPL 18KG;18;0;
149001;16.19;5;2;MOBILITH SHC PM 460 50KG;50;0;
149002;16.23;5;2;MOBILITH SHC PM 460 16KG;16;0;
125253;16.65;5;2;MOBIL PYROTEC HFD 46 230KG;230;0;
124792;16.98;5;2;MOBILTEMP SHC 32  PAIL 16KG/35LB;16;0;
148999;17.03;5;2;MOBILITH SHC PM 220 16KG;16;0;
151075;17.17;5;2;MOBIL SHC POLYREX 222 16KG/35.2LB;16;0;
149612;18.02;5;2;MOBILITH SHC 220 12x0.38KG;0,38;0;
149611;18.11;5;2;MOBILITH SHC 100 12x0.38KG;0,38;0;
149613;18.18;5;2;MOBILITH SHC 460 12x0.38KG;0,38;0;
149998;18.65;5;2;MOBIL SHC POLYREX 462 16KG/35.2LB;16;0;
149617;18.84;5;2;MOBILTEMP SHC 100 12x0.38KG;0,38;0;
150923;19.02;5;2;MOBIL SHC POLYREX 005 16KG;16;0;
101821;20.09;5;2;MOBIL HYJET IV-A PLUS 55USG;208;0;
101823;20.71;5;2;MOBIL HYJET IV-A PLUS 24X0.25USG;1;0;
105479;20.78;5;2;MOBIL HYJET IV-A PLUS 5USG;18;0;
100321;21.10;5;2;MOBIL HYJET IV-A PLUS 6X1USG;4;0;
150584;22.18;5;2;MOBIL HYJET V 24X0.25USG;1;0;
150583;22.57;5;2;MOBIL HYJET V 6x1USG;1;0;
149087;22.57;5;2;MOBIL HYJET V 5USG;5;0;
149549;31.60;5;2;MOBILGREASE 33 16KG;16;0;
149854;32.58;5;2;MOBILGREASE 28 174KG;174;0;
149851;32.98;5;2;MOBIL AVIATION GREASE SHC 100 16KG;16;0;
149858;33.67;5;2;MOBILGREASE 28 50KG;50;0;
149853;33.95;5;2;MOBILGREASE 28 16KG;16;0;
150526;37.33;5;2;MOBILGREASE 33 4X2KG;2;0;
149420;39.52;5;2;MOBILGREASE 28 4X2KG;2;0;
153424;39.87;5;2;MOBILGREASE 28 40X0.38KG/13.4OZ;0,38;0;
149421;40.69;5;2;MOBIL AVIATION GREASE SHC 100 4X2KG;2;0;
153425;42.98;5;2;MOBIL GREASE 33 40X0.38KG/13.4OZ;0,38;0;
